Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA50,MA200
2015-09-30 00:00:00-04:00,24.84590212157664,25.154869669126832,24.521149732092564,-1.1447173051481805,265892000,0.0,0.0,-1.118957869020402,-1.061016655911504
2015-10-01 00:00:00-04:00,24.597827478177148,24.721865987551524,24.200905968785463,-1.1472295552234781,255716400,0.0,0.0,-1.1200325164591076,-1.0609655070322865
2015-10-02 00:00:00-04:00,24.358768109193104,25.03533789793739,24.255027614725027,-1.144438258059988,232079200,0.0,0.0,-1.1210458800951117,-1.0608716398793376
2015-10-05 00:00:00-04:00,24.78049581877439,25.116526723545405,24.59782252412862,-1.143042550458131,208258800,0.0,0.0,-1.1219838979263286,-1.0608198350076603
2015-10-06 00:00:00-04:00,24.94964660743958,25.199977653718783,24.755696396437557,-1.1411931257474586,192787200,0.0,0.0,-1.122761367784751,-1.0608184541643013
2015-10-07 00:00:00-04:00,25.199969230676945,25.20673465335183,24.674501329191244,-1.143042550458131,187062400,0.0,0.0,-1.1236199065170198,-1.0608108568897148
2015-10-08 00:00:00-04:00,24.850412958037943,24.850412958037943,24.403876067322603,-1.147508720351894,247918400,0.0,0.0,-1.124542011527441,-1.0608490776369626
2015-10-09 00:00:00-04:00,24.807566866245324,25.321759795085008,24.692549483550184,-1.1383668296577207,211064400,0.0,0.0,-1.1252333580286094,-1.0608303435084052
2015-10-12 00:00:00-04:00,25.42324609303538,25.427755802629747,25.132320786913887,-1.1401812554421458,121868800,0.0,0.0,-1.1258858415569828,-1.060811545953397
2015-10-13 00:00:00-04:00,24.99249431627856,25.360096709382525,24.960921189047856,-1.1395183120372974,132197200,0.0,0.0,-1.1263218305404912,-1.0608260926580924
2015-10-14 00:00:00-04:00,25.098486904701836,25.15035629735426,24.70833085975719,-1.1450313806726764,177849600,0.0,0.0,-1.1266007935326061,-1.0608689951401307
2015-10-15 00:00:00-04:00,25.017302575543457,25.28116445352788,24.918071761693685,-1.1392740573049611,150694000,0.0,0.0,-1.1268160720835503,-1.0608547995974975
2015-10-16 00:00:00-04:00,25.20899914342884,25.25861455445786,24.927094963133552,-1.1421352047706672,156930400,0.0,0.0,-1.1271076194371463,-1.0608161749659488
2015-10-19 00:00:00-04:00,24.98798283192272,25.20222928299877,24.83237120119208,-1.1397276858836094,119036800,0.0,0.0,-1.1273777829016112,-1.060744930606067
2015-10-20 00:00:00-04:00,25.109767453959662,25.747998909046213,24.992496076074826,-1.132609594820173,195871200,0.0,0.0,-1.1278019194109072,-1.0605776974225423
2015-10-21 00:00:00-04:00,25.70965986220278,26.065987139905182,25.642002174322812,-1.132644475706197,167180800,0.0,0.0,-1.1277826721020716,-1.0604108395254979
2015-10-22 00:00:00-04:00,25.784085023327272,26.04794692993164,25.73221389575054,-1.1265731653441533,166616400,0.0,0.0,-1.1277641385943282,-1.0602389060745168
2015-10-23 00:00:00-04:00,26.3185714524612,26.8891469124748,26.2351289230404,-1.1140817062497692,237467600,0.0,0.0,-1.127483995177772,-1.0600765701479031
2015-10-26 00:00:00-04:00,26.629793220083585,26.64106835337321,25.91713872489583,-1.1273408694472975,265335200,0.0,0.0,-1.1275324667331714,-1.059988256084561
2015-10-27 00:00:00-04:00,26.02539276007041,26.28248921994513,25.707404037242664,-1.1298879708985634,279537600,0.0,0.0,-1.1277185156116984,-1.0598622484963574
2015-10-28 00:00:00-04:00,26.370442893236813,26.90493380166444,26.17423697785305,-1.1134187628449208,342205600,0.0,0.0,-1.127521060987514,-1.059665172289067
2015-10-29 00:00:00-04:00,26.76961915484241,27.218411829970066,26.67264405204573,-1.1090222957030942,204909200,0.0,0.0,-1.1271275769298383,-1.0594364603421338
2015-10-30 00:00:00-04:00,27.286070133128693,27.337941261643063,26.93876396131212,-1.1126161778557526,197461200,0.0,0.0,-1.1266392857387872,-1.059171617525539
2015-11-02 00:00:00-05:00,27.24321640436709,27.36950890676173,26.974843116172178,-1.1067543298701885,128813200,0.0,0.0,-1.125540100181801,-1.0588595565122632
2015-11-03 00:00:00-05:00,27.24095624112961,27.84986838750574,27.22065825192719,-1.101904352189937,182076000,0.0,0.0,-1.1241536440490452,-1.058572161997741
2015-11-04 00:00:00-05:00,27.76868425463169,27.924295887521605,27.42814529887864,-1.1038931528944267,179544400,0.0,0.0,-1.122852013891829,-1.0583110169272465
2015-11-05 00:00:00-05:00,27.597643192329915,27.78789456745981,27.21940754049948,-1.1058555125888676,158210800,0.13,0.0,-1.1220146088565857,-1.058113658256569
2015-11-06 00:00:00-05:00,27.43004155477165,27.58858292444988,27.31906259599689,-1.1053649374202852,132169200,0.0,0.0,-1.1213974271328908,-1.057924462905603
2015-11-09 00:00:00-05:00,27.396067788602014,27.58858280177565,27.18996400893677,-1.107081980020379,135485600,0.0,0.0,-1.1208416980162101,-1.0577468022218637
2015-11-10 00:00:00-05:00,26.476525244490254,26.741516567430747,26.28627386762972,-1.1203978615452663,236511600,0.0,0.0,-1.1205202246724093,-1.0575673641596246
2015-11-11 00:00:00-05:00,26.35648733091675,26.594299399266568,26.093759642486745,-1.1227105941329085,180872000,0.0,0.0,-1.1198867316291679,-1.057515538678345
2015-11-12 00:00:00-05:00,26.331570740058822,26.45840383017947,26.193412526332576,-1.124077263839801,130102400,0.0,0.0,-1.1196104869893528,-1.0575380785537096
2015-11-13 00:00:00-05:00,26.0914986933798,26.17530013812576,25.427886704149948,-1.135921301818718,183249600,0.0,0.0,-1.1194357799519932,-1.0575922838848881
2015-11-16 00:00:00-05:00,25.22631403659758,25.874071940356863,25.140248941570185,-1.1294735611841504,152426800,0.0,0.0,-1.1190509380722342,-1.0576390018593596
2015-11-17 00:00:00-05:00,26.02808040170516,26.057525037942305,25.66569883548022,-1.131190662804356,110467600,0.0,0.0,-1.1189178756615872,-1.0576953889326313
2015-11-18 00:00:00-05:00,26.218330079007075,26.610154527718752,26.159442538378705,-1.1185756451060946,186698800,0.0,0.0,-1.1183731242510577,-1.0577004550604705
2015-11-19 00:00:00-05:00,26.644129612984145,27.12202089177847,26.44482018591183,-1.1133544014130947,173183200,0.0,0.0,-1.1178942113452988,-1.0576931715630862
2015-11-20 00:00:00-05:00,26.99744938999764,27.16052151260104,26.91817869927972,-1.111532243994035,137148400,0.0,0.0,-1.1174949770893,-1.0576571085932773
2015-11-23 00:00:00-05:00,27.013304627250218,27.11749094268596,26.576181397252792,-1.116963717324967,129930000,0.0,0.0,-1.1172851171567801,-1.0576652458713989
2015-11-24 00:00:00-05:00,26.573916131593545,27.031422485818617,26.526353718132377,-1.1130040285198934,171212800,0.0,0.0,-1.1170635060326355,-1.057695018119553
2015-11-25 00:00:00-05:00,26.99971482105117,27.00424556222889,26.70754422206096,-1.1159825669878023,85553200,0.0,0.0,-1.1169120113968323,-1.0577944749481472
2015-11-27 00:00:00-05:00,26.791347779549927,26.81852704485804,26.63507002797856,-1.1167534581769791,52185600,0.0,0.0,-1.1165987720862356,-1.0579276939800095
2015-11-30 00:00:00-05:00,26.723404567742712,27.0450198751808,26.669047756783936,-1.1150363270467176,156721200,0.0,0.0,-1.1162169487893034,-1.0580632270388544
2015-12-01 00:00:00-05:00,26.895525495533548,26.90911426072789,26.467462112200224,-1.1184005324346338,139409600,0.0,0.0,-1.1160293131502408,-1.058231019237873
2015-12-02 00:00:00-05:00,26.57617511302193,26.750572326430472,26.290800682306145,-1.1221149631654719,133546400,0.0,0.0,-1.1157885397222893,-1.058435587594801
2015-12-03 00:00:00-05:00,26.397260476847748,26.45161728472357,25.869541355136796,-1.1258993327286932,166278000,0.0,0.0,-1.1156906597475573,-1.058655588549798
2015-12-04 00:00:00-05:00,26.11188647213886,27.00878165561004,26.071118430709628,-1.1124782773647284,231108000,0.0,0.0,-1.115367066703892,-1.058822592471467
2015-12-07 00:00:00-05:00,26.94762852815623,27.146937978667548,26.68263541385226,-1.115106442939436,128336800,0.0,0.0,-1.115076494798072,-1.0590693692940558
2015-12-08 00:00:00-05:00,26.616951055643845,26.861559264445088,26.46746941335751,-1.1152816736511204,137238000,0.0,0.0,-1.1146276893471538,-1.0593015514826414
2015-12-09 00:00:00-05:00,26.644127066505156,26.65545219122175,26.064316622821007,-1.1244276367330024,185445600,0.0,0.0,-1.1141247917601096,-1.0595199512792275
2015-12-10 00:00:00-05:00,26.28174674503523,26.4855869034864,26.16170802060607,-1.1225003349849207,116850800,0.0,0.0,-1.1136709125338622,-1.0597584425623692
2015-12-11 00:00:00-05:00,26.089230131731828,26.13452717399024,25.55924575185718,-1.1329778508072241,187544800,0.0,0.0,-1.1133797588560375,-1.0600169531185757
2015-12-14 00:00:00-05:00,25.4075013102181,25.52074565520428,24.866193479421888,-1.1354307266501356,257274800,0.0,0.0,-1.1131957404522381,-1.0603005410874689
2015-12-15 00:00:00-05:00,25.353149926541743,25.547930379781175,24.9930319339816,-1.1424039823594212,213292400,0.0,0.0,-1.1131826948932613,-1.060626937756721
2015-12-16 00:00:00-05:00,25.15609773305492,25.364466904890783,24.641969187420774,-1.13942553242168,224954000,0.0,0.0,-1.1131465840336288,-1.060921852858937
2015-12-17 00:00:00-05:00,25.37125946329447,25.423352616490902,24.682735443115234,-1.1476954009652514,179091200,0.0,0.0,-1.11324163894762,-1.0612216521173867
2015-12-18 00:00:00-05:00,24.666887469775816,24.805044000054725,23.96477105126685,-1.1580326554920621,385813200,0.0,0.0,-1.1134566365599585,-1.0615809743039561
2015-12-21 00:00:00-05:00,24.297705407604653,24.318090287428426,23.91040997066801,-1.1534772766994406,190362400,0.0,0.0,-1.11376533382881,-1.061925746430779
2015-12-22 00:00:00-05:00,24.32488724763264,24.3973635640692,24.10972194123197,-1.1538276495926418,131157600,0.0,0.0,-1.114044121385015,-1.0622231634428643
2015-12-23 00:00:00-05:00,24.295438462338705,24.65329096963859,24.27958432482397,-1.1489919547794256,130629600,0.0,0.0,-1.1142376621606447,-1.062451890247883
2015-12-24 00:00:00-05:00,24.68726939849325,24.68726939849325,24.44945556172274,-1.1510243123263615,54281600,0.0,0.0,-1.1143600941197258,-1.0627330069816636
2015-12-28 00:00:00-05:00,24.36791318629011,24.390563433817903,24.048565086209283,-1.1552644647023087,106816800,0.0,0.0,-1.1146867684449626,-1.063020973612357
2015-12-29 00:00:00-05:00,24.22523210364205,24.78465949126344,24.2025835783398,-1.148536349027035,123724800,0.0,0.0,-1.1148175399399427,-1.0632979832837481
2015-12-30 00:00:00-05:00,24.59214467730828,24.61932221675092,24.27506013602749,-1.1535122756256881,100855200,0.0,0.0,-1.1150991507482706,-1.063641072452808
2015-12-31 00:00:00-05:00,24.236557577918557,24.24108659185528,23.74054674521758,-1.1607308779393766,163649200,0.0,0.0,-1.1156736515073498,-1.0640500219228348
2016-01-04 00:00:00-05:00,23.240001987831818,23.865111185287034,23.1018437643368,-1.1604155925025903,270597600,0.0,0.0,-1.1162409985808235,-1.0644390995823008
2016-01-05 00:00:00-05:00,23.951181145753672,23.973829671219143,23.194709681782307,-1.1696665523632148,223164000,0.0,0.0,-1.1171213703422682,-1.0648482979651999
2016-01-06 00:00:00-05:00,22.775702914370346,23.185648632707,22.61942688779547,-1.1767099829853305,273829600,0.0,0.0,-1.1184008280530662,-1.0653201605630547
2016-01-07 00:00:00-05:00,22.349901959610897,22.67830983896564,21.840302453595424,-1.1916027933650981,324377600,0.0,0.0,-1.1197136601850197,-1.0658629133232065
2016-01-08 00:00:00-05:00,22.32046031028069,22.447293419295224,21.91504536199895,-1.1898156348722857,283192000,0.0,0.0,-1.120937946014966,-1.066334004259205
2016-01-11 00:00:00-05:00,22.41559073280979,22.43597388985461,22.04641298303764,-1.1843139866285235,198957600,0.0,0.0,-1.1223862924402022,-1.066791414573101
2016-01-12 00:00:00-05:00,22.773437876946435,22.80514615448202,22.386140706528945,-1.1793030906136788,196616800,0.0,0.0,-1.1238220864562032,-1.0672031568838964
2016-01-13 00:00:00-05:00,22.7213454712458,22.918391254999356,22.03735038294981,-1.1883088219101239,249758400,0.0,0.0,-1.1253684412680234,-1.0677220835058254
2016-01-14 00:00:00-05:00,22.18682043785328,22.75757261035484,21.68401552854451,-1.1808451090724794,252680400,0.0,0.0,-1.1268820709524174,-1.0681642725899003
2016-01-15 00:00:00-05:00,21.7882096120997,22.130207991544648,21.597959956549253,-1.1892199448847376,319335600,0.0,0.0,-1.1286658755558552,-1.0686484308126254
2016-01-19 00:00:00-05:00,22.288748238344667,22.343105028957808,21.629665456271876,-1.1908669306122246,212350800,0.0,0.0,-1.130442697086617,-1.0691615431302197
2016-01-20 00:00:00-05:00,21.539072351917287,22.23892324662764,21.158571314009585,-1.1904113543698898,289337600,0.0,0.0,-1.1321701216526248,-1.0697102054142644
2016-01-21 00:00:00-05:00,21.982985980970252,22.168706589347963,21.502831188953863,-1.1921284559900955,208646000,0.0,0.0,-1.1339426477165115,-1.0702430697191503
2016-01-22 00:00:00-05:00,22.33858009293131,22.97954353535873,22.27969427445406,-1.1741869617396448,263202000,0.0,0.0,-1.1353135617950865,-1.0706711225331693
2016-01-25 00:00:00-05:00,22.99313464916622,22.99540002025301,22.469946246286984,-1.181125189012627,207178000,0.0,0.0,-1.1365541842652263,-1.071154716148648
2016-01-26 00:00:00-05:00,22.63301576896952,22.84817934191434,22.21174665042836,-1.1791979462846571,300308000,0.0,0.0,-1.1377081866111358,-1.0716379887975287
2016-01-27 00:00:00-05:00,21.751970222904447,21.885597697405487,21.140449829166464,-1.2022204819527267,533478800,0.0,0.0,-1.1393046051647437,-1.0722412214743133
2016-01-28 00:00:00-05:00,21.24238003445505,21.40771585401517,20.92529543938908,-1.199872543868446,222715200,0.0,0.0,-1.1406110902545556,-1.0728214426513443
2016-01-29 00:00:00-05:00,21.468860734040323,22.046405792236328,21.369205168622543,-1.188484082131864,257666000,0.0,0.0,-1.1418166394087108,-1.073348996388921
2016-02-01 00:00:00-05:00,21.849363175551996,21.9037199747694,21.60702035774215,-1.1916728502377048,163774000,0.0,0.0,-1.1430522538166286,-1.0738823901528942
2016-02-02 00:00:00-05:00,21.611549305995943,21.75197290885419,21.353352350525757,-1.198505992201777,149428800,0.0,0.0,-1.1446851823314932,-1.0744261852157273
2016-02-03 00:00:00-05:00,21.51642424169479,21.93316257652868,21.30805507427784,-1.1919531957683551,183857200,0.0,0.0,-1.1462909080314336,-1.0749878769223455
2016-02-04 00:00:00-05:00,21.829011797113527,22.1637569857656,21.676441404448912,-1.189240395353447,185886800,0.13,0.0,-1.1478784384351273,-1.0755219600695298
2016-02-05 00:00:00-05:00,21.979303421290677,22.07039081470184,21.33486389163752,-1.198330259819143,185672400,0.0,0.0,-1.1495407075509567,-1.0761372781212875
2016-02-08 00:00:00-05:00,21.207342018998823,21.79257625205212,21.186848266455154,-1.1948422597469028,216085600,0.0,0.0,-1.151212612981527,-1.0767533751840621
2016-02-09 00:00:00-05:00,21.471499660031164,21.84723416907735,21.389521158517525,-1.1949126707401798,177324800,0.0,0.0,-1.1528251071315174,-1.0773812770755948
2016-02-10 00:00:00-05:00,21.842684061713697,21.940602754287607,21.428237866078437,-1.197449296121616,169374400,0.0,0.0,-1.1544736741601698,-1.0780672956493549
2016-02-11 00:00:00-05:00,21.35764225445909,21.56941977467014,21.084379985318467,-1.1994575734629718,200298800,0.0,0.0,-1.156198349024505,-1.0787250463161697
2016-02-12 00:00:00-05:00,21.448729470505004,21.51932139744471,21.180022530651453,-1.1984358467990026,161405600,0.0,0.0,-1.1578334219570081,-1.0793413104924645
2016-02-16 00:00:00-05:00,21.637730536721367,22.05445425700112,21.54436720278721,-1.1890994258166137,196231600,0.0,0.0,-1.1592018739041139,-1.0798416708981777
2016-02-17 00:00:00-05:00,22.013463024420584,22.36414838548047,21.895050620450537,-1.1838851169867401,179452800,0.0,0.0,-1.1603864883091832,-1.0803849639813934
2016-02-18 00:00:00-05:00,22.50761529102697,22.519001870286797,21.88139165339419,-1.1904381790106646,156084000,0.0,0.0,-1.1619791618185489,-1.0809590526034853
2016-02-19 00:00:00-05:00,21.860897645445263,22.033963571595823,21.815354803623137,-1.1912132901378292,141496800,0.0,0.0,-1.1635339785493948,-1.0814830293768178
2016-02-22 00:00:00-05:00,21.931487925733745,22.065842252518745,21.84267817470126,-1.1882538446760604,137123200,0.0,0.0,-1.1650247557471411,-1.0819761903211997
2016-02-23 00:00:00-05:00,21.95197893811113,21.974750352665108,21.53070168814613,-1.1959696914309552,127770400,0.0,0.0,-1.1664863165356665,-1.082525603497734
2016-02-24 00:00:00-05:00,21.400904794904854,21.947425746728435,21.25061031700995,-1.1910019686278306,145022800,0.0,0.0,-1.1678857633659976,-1.0830925025638851
2016-02-25 00:00:00-05:00,21.872279125728127,22.033958435058597,21.69010432621196,-1.1886766647563929,110330800,0.0,0.0,-1.1690236563546625,-1.0836223653757493
2016-02-26 00:00:00-05:00,22.134157554017595,22.320885980039563,21.992973705896105,-1.1881481101459215,115964400,0.0,0.0,-1.1701006405273482,-1.084140904728871
2016-02-29 00:00:00-05:00,22.056730303588303,22.36870408952803,22.00890980863656,-1.1889232802931977,140865200,0.0,0.0,-1.171051001571028,-1.0846662736888317
2016-03-01 00:00:00-05:00,22.236629820110156,22.94710780656531,22.184253993939176,-1.175394188614737,201628400,0.0,0.0,-1.1717858194027169,-1.0851736844957292
2016-03-02 00:00:00-05:00,22.887902721389143,22.974434807607164,22.6897877297675,-1.1746190774875724,132678400,0.0,0.0,-1.1723358537853485,-1.0856735143240046
2016-03-03 00:00:00-05:00,22.903842456776445,23.16116278485069,22.87423804933618,-1.1719766880659415,147822800,0.0,0.0,-1.172620721914031,-1.0861857421861045
2016-03-04 00:00:00-05:00,23.311458022524896,23.625707775197945,23.083740357221785,-1.166656644705929,184220400,0.0,0.0,-1.1728899684093566,-1.0866669113774283
2016-03-07 00:00:00-05:00,23.31601566783351,23.41621201395001,22.99037928030311,-1.1706730223283055,143315600,0.0,0.0,-1.1732341091579346,-1.0871696356566045
2016-03-08 00:00:00-05:00,22.94938771816151,23.17255181099527,22.862855624431056,-1.1736325563202417,126247600,0.0,0.0,-1.1737375017033371,-1.0877133942931638
2016-03-09 00:00:00-05:00,23.07007295411563,23.13155768823572,22.833246406176112,-1.1733155297901599,108806800,0.0,0.0,-1.174192897756905,-1.0882770627642016
2016-03-10 00:00:00-05:00,23.09284623239214,23.281850549328936,22.80592152542334,-1.173139384266744,134054400,0.0,0.0,-1.174558071522793,-1.0887848662718946
2016-03-11 00:00:00-05:00,23.28185786569627,23.29096678245355,23.1133472490572,-1.1692989751074483,109632800,0.0,0.0,-1.1749822393814613,-1.0893173872431718
2016-03-14 00:00:00-04:00,23.206705410916328,23.43442304978385,23.177101005961017,-1.1683830715037857,100304400,0.0,0.0,-1.175286040722384,-1.0898400601795666
2016-03-15 00:00:00-04:00,23.6735288504064,23.95134468678765,23.6484797676279,-1.161125220815806,160270800,0.0,0.0,-1.1752940969081875,-1.0902952315557288
